id,matchId,matchPeriod,minute,second,matchTimestamp,videoTimestamp,relatedEventId,shot,groundDuel,aerialDuel,infraction,carry,type.primary,type.secondary,location.x,location.y,team.id,team.name,team.formation,opponentTeam.id,opponentTeam.name,opponentTeam.formation,player.id,player.name,player.position,pass.accurate,pass.angle,pass.height,pass.length,pass.recipient.id,pass.recipient.name,pass.recipient.position,pass.endLocation.x,pass.endLocation.y,possession.id,possession.duration,possession.types,possession.eventsNumber,possession.eventIndex,possession.startLocation.x,possession.startLocation.y,possession.endLocation.x,possession.endLocation.y,possession.team.id,possession.team.name,possession.team.formation,possession.attack,pass,possession.attack.withShot,possession.attack.withShotOnGoal,possession.attack.withGoal,possession.attack.flank,possession.attack.xg,groundDuel.opponent.id,groundDuel.opponent.name,groundDuel.opponent.position,groundDuel.duelType,groundDuel.keptPossession,groundDuel.progressedWithBall,groundDuel.stoppedProgress,groundDuel.recoveredPossession,groundDuel.takeOn,groundDuel.side,groundDuel.relatedDuelId,infraction.yellowCard,infraction.redCard,infraction.type,infraction.opponent.id,infraction.opponent.name,infraction.opponent.position,possession,carry.progression,carry.endLocation.x,carry.endLocation.y,shot.bodyPart,shot.isGoal,shot.onTarget,shot.goalZone,shot.xg,shot.postShotXg,shot.goalkeeperActionId,shot.goalkeeper.id,shot.goalkeeper.name,shot.goalkeeper,aerialDuel.opponent.id,aerialDuel.opponent.name,aerialDuel.opponent.position,aerialDuel.opponent.height,aerialDuel.firstTouch,aerialDuel.height,aerialDuel.relatedDuelId,infraction.opponent,location
2761771415,5678949,1H,0,1,00:00:01.911,4.911881,2761771417.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",50.0,50.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,338669,C. Ljungberg,AMF,True,-165.0,,23.0,566323.0,F. Velander,LCB,29.0,41.0,2761771415.0,6.8131735,[],5.0,0.0,50.0,50.0,74.0,100.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771417,5678949,1H,0,4,00:00:04.761,7.761229,2761771423.0,,,,,,pass,"['forward_pass', 'long_pass', 'pass_to_final_third', 'progressive_pass']",29.0,41.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,566323,F. Velander,LCB,True,37.0,high,52.0,989683.0,H. Lindahl,RAMF,68.0,87.0,2761771415.0,6.8131735,[],5.0,1.0,50.0,50.0,74.0,100.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771377,5678949,1H,0,7,00:00:07.472,10.472422,2761771378.0,,,,,,duel,['loose_ball_duel'],32.0,13.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,692804,O. Almström,LB,,,,,,,,,,2761771415.0,6.8131735,[],5.0,2.0,50.0,50.0,74.0,100.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771423,5678949,1H,0,7,00:00:07.472,10.472422,2761771378.0,,,,,,duel,['loose_ball_duel'],68.0,87.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,989683,H. Lindahl,RAMF,,,,,,,,,,2761771415.0,6.8131735,[],5.0,3.0,50.0,50.0,74.0,100.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771376,5678949,1H,0,9,00:00:09.977,12.977687,,,,,,,game_interruption,['ball_out'],26.0,0.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,0,,,,,,,,,,,,2761771415.0,6.8131735,[],5.0,4.0,50.0,50.0,74.0,100.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771378,5678949,1H,0,16,00:00:16.769,19.769069,2761771379.0,,,,,,throw_in,[],29.0,0.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,692804,O. Almström,LB,True,16.0,,37.0,1060411.0,A. Kiwarkis,LAMF,63.0,15.0,2761771378.0,9.6329445,"['attack', 'throw_in']",7.0,0.0,29.0,0.0,73.0,8.0,6849.0,Jönköpings Södra,4-2-3-1,,,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771379,5678949,1H,0,17,00:00:17.284,20.284447,2761771380.0,,,,,,duel,['loose_ball_duel'],63.0,15.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,1060411,A. Kiwarkis,LAMF,,,,,,,,,,2761771378.0,9.6329445,"['attack', 'throw_in']",7.0,1.0,29.0,0.0,73.0,8.0,6849.0,Jönköpings Södra,4-2-3-1,,,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771426,5678949,1H,0,17,00:00:17.284,20.284447,2761771380.0,,,,,,duel,['loose_ball_duel'],37.0,85.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,813232,J. Albin,RB,,,,,,,,,,2761771378.0,9.6329445,"['attack', 'throw_in']",7.0,2.0,29.0,0.0,73.0,8.0,6849.0,Jönköpings Södra,4-2-3-1,,,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771380,5678949,1H,0,18,00:00:18.164,21.164368,2761771381.0,,,,,,pass,"['forward_pass', 'head_pass', 'pass_to_final_third', 'short_or_medium_pass']",66.0,11.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,1060411,A. Kiwarkis,LAMF,True,-16.0,high,7.0,615327.0,I. Ellbring,AMF,72.0,8.0,2761771378.0,9.6329445,"['attack', 'throw_in']",7.0,3.0,29.0,0.0,73.0,8.0,6849.0,Jönköpings Södra,4-2-3-1,,,False,False,False,left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771381,5678949,1H,0,24,00:00:24.367,27.367836,2761771431.0,,,,,,duel,"['foul_suffered', 'ground_duel', 'offensive_duel']",72.0,8.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,615327,I. Ellbring,AMF,,,,,,,,,,2761771378.0,9.6329445,"['attack', 'throw_in']",7.0,4.0,29.0,0.0,73.0,8.0,6849.0,Jönköpings Södra,4-2-3-1,,,False,False,False,left,0.0,813232.0,J. Albin,RB,offensive_duel,True,True,,,False,,2761771429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771429,5678949,1H,0,24,00:00:24.367,27.367836,2761771431.0,,,,,,duel,"['defensive_duel', 'ground_duel']",28.0,92.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,813232,J. Albin,RB,,,,,,,,,,2761771378.0,9.6329445,"['attack', 'throw_in']",7.0,5.0,29.0,0.0,73.0,8.0,6849.0,Jönköpings Södra,4-2-3-1,,,False,False,False,left,0.0,615327.0,I. Ellbring,AMF,defensive_duel,,,False,False,False,,2761771381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771431,5678949,1H,0,28,00:00:28.436,31.436191,2761771381.0,,,,,,infraction,['foul'],27.0,92.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,813232,J. Albin,RB,,,,,,,,,,2761771378.0,9.6329445,"['attack', 'throw_in']",7.0,6.0,29.0,0.0,73.0,8.0,6849.0,Jönköpings Södra,4-2-3-1,,,False,False,False,left,0.0,,,,,,,,,,,,False,False,regular_foul,615327.0,I. Ellbring,AMF,,,,,,,,,,,,,,,,,,,,,,,
2761771382,5678949,1H,0,53,00:00:53.920,56.92024,2761771436.0,,,,,,free_kick,['free_kick_cross'],75.0,11.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,615327,I. Ellbring,AMF,False,67.0,high,25.0,813232.0,J. Albin,RB,85.0,44.0,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,0.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771436,5678949,1H,0,55,00:00:55.586,58.586782,2761771383.0,,,,,,interception,"['head_pass', 'loss']",15.0,56.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,813232,J. Albin,RB,,,,,,,,,,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,1.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771383,5678949,1H,1,0,00:01:00.343,63.343171,2761771384.0,,,,,,pass,"['back_pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",52.0,44.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,558236,L. Eek,LCB,True,163.0,,31.0,899727.0,A. Eriksson,GK,24.0,57.0,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,2.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771384,5678949,1H,1,6,00:01:06.966,69.966294,2761771443.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss', 'pass_to_final_third']",24.0,57.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,899727,A. Eriksson,GK,False,-13.0,high,48.0,739449.0,L. Larsen,RCB,69.0,41.0,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,3.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771443,5678949,1H,1,10,00:01:10.090,73.090774,2761773423.0,,,,,,pass,"['forward_pass', 'head_pass', 'progressive_pass', 'recovery', 'short_or_medium_pass']",31.0,59.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,739449,L. Larsen,RCB,True,13.0,high,23.0,0.0,,,52.0,66.0,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,4.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771385,5678949,1H,1,12,00:01:12.356,75.356466,2761771449.0,,,,,,duel,['loose_ball_duel'],48.0,34.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,51679,J. Drott,LDMF,,,,,,,,,,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,5.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761773423,5678949,1H,1,12,00:01:12.356,75.356466,2761771449.0,,,,,,duel,['loose_ball_duel'],52.0,66.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,0,,,,,,,,,,,,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,6.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771449,5678949,1H,1,12,00:01:12.639,75.639868,2761771386.0,,,,,,pass,"['forward_pass', 'head_pass', 'loss', 'pass_to_final_third', 'short_or_medium_pass']",53.0,66.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,338669,C. Ljungberg,AMF,False,12.0,high,15.0,558236.0,L. Eek,LCB,67.0,70.0,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,7.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771386,5678949,1H,1,14,00:01:14.024,77.024093,2761771454.0,,,,,,pass,"['forward_pass', 'loss', 'progressive_pass', 'short_or_medium_pass']",33.0,30.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,558236,L. Eek,LCB,False,-18.0,,3.0,807610.0,T. Bermudez,CF,36.0,28.0,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,8.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771454,5678949,1H,1,14,00:01:14.111,77.111345,2761771456.0,,,,,,interception,"['recovery', 'counterpressing_recovery']",64.0,72.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,807610,T. Bermudez,CF,,,,,,,,,,2761771382.0,20.147479,"['set_piece_attack', 'free_kick', 'free_kick_cross']",10.0,9.0,75.0,11.0,36.0,28.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771456,5678949,1H,1,16,00:01:16.335,79.3353,2761771387.0,,,,,,touch,[],57.0,93.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,989683,H. Lindahl,RAMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771387,5678949,1H,1,17,00:01:17.916,80.916962,,,,,,,game_interruption,['ball_out'],44.0,0.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771388,5678949,1H,1,20,00:01:20.229,83.229028,2761771389.0,,,,,,throw_in,[],35.0,0.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,692804,O. Almström,LB,True,76.0,,13.0,51679.0,J. Drott,LDMF,38.0,18.0,2761771388.0,18.305425,['throw_in'],10.0,0.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771389,5678949,1H,1,20,00:01:20.838,83.83805,2761771390.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",38.0,18.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,51679,J. Drott,LDMF,True,-139.0,,11.0,692804.0,O. Almström,LB,30.0,8.0,2761771388.0,18.305425,['throw_in'],10.0,1.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771390,5678949,1H,1,22,00:01:22.614,85.614795,2761771391.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",30.0,8.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,692804,O. Almström,LB,True,52.0,,17.0,51679.0,J. Drott,LDMF,40.0,27.0,2761771388.0,18.305425,['throw_in'],10.0,2.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771391,5678949,1H,1,23,00:01:23.941,86.941673,2761771392.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",40.0,27.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,51679,J. Drott,LDMF,True,-72.0,,13.0,615327.0,I. Ellbring,AMF,44.0,9.0,2761771388.0,18.305425,['throw_in'],10.0,3.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771392,5678949,1H,1,25,00:01:25.861,88.861253,2761771393.0,,,,,,pass,['short_or_medium_pass'],44.0,9.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,615327,I. Ellbring,AMF,True,117.0,,6.0,692804.0,O. Almström,LB,41.0,17.0,2761771388.0,18.305425,['throw_in'],10.0,4.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771393,5678949,1H,1,28,00:01:28.369,91.369646,2761771460.0,,,,,,pass,"['forward_pass', 'loss', 'short_or_medium_pass']",41.0,17.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,692804,O. Almström,LB,False,-27.0,,7.0,989683.0,H. Lindahl,RAMF,47.0,13.0,2761771388.0,18.305425,['throw_in'],10.0,5.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771460,5678949,1H,1,28,00:01:28.658,91.658619,2761771394.0,,,,,,interception,"['loss', 'recovery']",53.0,87.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,989683,H. Lindahl,RAMF,,,,,,,,,,2761771388.0,18.305425,['throw_in'],10.0,6.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771394,5678949,1H,1,32,00:01:32.595,95.595715,2761771395.0,,,,,,pass,"['lateral_pass', 'recovery', 'counterpressing_recovery', 'short_or_medium_pass']",28.0,65.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,613701,H. Lyck,RCB,True,90.0,,14.0,73.0,M. Johansson,RB,28.0,85.0,2761771388.0,18.305425,['throw_in'],10.0,7.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771395,5678949,1H,1,36,00:01:36.844,99.844891,2761771396.0,,,,,,pass,"['forward_pass', 'progressive_pass', 'short_or_medium_pass']",28.0,85.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,73,M. Johansson,RB,True,-13.0,,31.0,1060409.0,L. Lyck,CF,57.0,75.0,2761771388.0,18.305425,['throw_in'],10.0,8.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771396,5678949,1H,1,38,00:01:38.534,101.534453,2761771469.0,,,,,,duel,"['ground_duel', 'linkup_play', 'loss', 'offensive_duel']",57.0,75.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,1060409,L. Lyck,CF,,,,,,,,,,2761771388.0,18.305425,['throw_in'],10.0,9.0,35.0,0.0,57.0,75.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,566323.0,F. Velander,LCB,offensive_duel,False,False,,,False,,2761771466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771466,5678949,1H,1,38,00:01:38.534,101.534453,2761771469.0,,,,,,duel,"['defensive_duel', 'ground_duel', 'recovery']",43.0,25.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,566323,F. Velander,LCB,,,,,,,,,,2761771466.0,20.252588,['transition_medium'],6.0,0.0,43.0,25.0,85.0,4.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,1060409.0,L. Lyck,CF,defensive_duel,,,True,True,False,,2761771396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771469,5678949,1H,1,40,00:01:40.493,103.493033,2761771471.0,,,,,,pass,['short_or_medium_pass'],54.0,19.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,517376,H. Norrby,LDMF,True,-73.0,,10.0,51079.0,L. Ohlander,LB,57.0,5.0,2761771466.0,20.252588,['transition_medium'],6.0,1.0,43.0,25.0,85.0,4.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771471,5678949,1H,1,43,00:01:43.011,106.011892,2761771473.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",57.0,5.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,51079,L. Ohlander,LB,True,160.0,,26.0,566323.0,F. Velander,LCB,33.0,17.0,2761771466.0,20.252588,['transition_medium'],6.0,2.0,43.0,25.0,85.0,4.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771473,5678949,1H,1,45,00:01:45.960,108.960055,2761771474.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",33.0,17.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,566323,F. Velander,LCB,True,110.0,,27.0,739449.0,L. Larsen,RCB,25.0,54.0,2761771466.0,20.252588,['transition_medium'],6.0,3.0,43.0,25.0,85.0,4.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771474,5678949,1H,1,50,00:01:50.950,113.950606,2761771478.0,,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",25.0,54.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,739449,L. Larsen,RCB,True,-75.0,,34.0,51079.0,L. Ohlander,LB,33.0,5.0,2761771466.0,20.252588,['transition_medium'],6.0,4.0,43.0,25.0,85.0,4.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771478,5678949,1H,1,55,00:01:55.567,118.567415,2761771398.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss', 'pass_to_final_third']",33.0,5.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,51079,L. Ohlander,LB,False,0.0,high,55.0,558236.0,L. Eek,LCB,85.0,4.0,2761771466.0,20.252588,['transition_medium'],6.0,5.0,43.0,25.0,85.0,4.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771398,5678949,1H,2,1,00:02:01.966,124.966407,2761771484.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss', 'pass_to_final_third']",15.0,96.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,558236,L. Eek,LCB,False,0.0,high,69.0,566323.0,F. Velander,LCB,81.0,96.0,2761771398.0,12.477643,['transition_low'],5.0,0.0,15.0,96.0,56.0,78.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771484,5678949,1H,2,11,00:02:11.003,134.003886,2761771399.0,,,,,,pass,"['forward_pass', 'long_pass', 'loss', 'progressive_pass']",19.0,4.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,566323,F. Velander,LCB,False,27.0,high,42.0,613701.0,H. Lyck,RCB,54.0,33.0,2761771398.0,12.477643,['transition_low'],5.0,1.0,15.0,96.0,56.0,78.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771399,5678949,1H,2,13,00:02:13.083,136.083891,2761771400.0,,,,,,touch,['carry'],46.0,67.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,613701,H. Lyck,RCB,,,,,,,,,,2761771398.0,12.477643,['transition_low'],5.0,2.0,15.0,96.0,56.0,78.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,7.897,56.0,78.0,,,,,,,,,,,,,,,,,,,
2761771400,5678949,1H,2,14,00:02:14.444,137.44405,2761771401.0,,,,,,duel,"['ground_duel', 'loss', 'offensive_duel', 'sliding_tackle']",56.0,78.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,613701,H. Lyck,RCB,,,,,,,,,,2761771398.0,12.477643,['transition_low'],5.0,3.0,15.0,96.0,56.0,78.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,989684.0,M. Larsson,LAMF,offensive_duel,False,False,,,False,,2761771494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771494,5678949,1H,2,14,00:02:14.444,137.44405,2761771401.0,,,,,,duel,"['defensive_duel', 'foul_suffered', 'ground_duel', 'loss', 'recovery', 'counterpressing_recovery']",44.0,22.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,989684,M. Larsson,LAMF,,,,,,,,,,2761771398.0,12.477643,['transition_low'],5.0,4.0,15.0,96.0,56.0,78.0,6849.0,Jönköpings Södra,4-2-3-1,,,,,,,,613701.0,H. Lyck,RCB,defensive_duel,,,True,True,False,,2761771400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771401,5678949,1H,2,15,00:02:15.424,138.424179,2761771494.0,,,,,,infraction,['foul'],58.0,76.0,6849,Jönköpings Södra,4-2-3-1,7055,Eskilsminne,4-2-3-1,613701,H. Lyck,RCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,regular_foul,989684.0,M. Larsson,LAMF,,,,,,,,,,,,,,,,,,,,,,,
2761771496,5678949,1H,2,29,00:02:29.822,152.82215,2761771497.0,,,,,,free_kick,[],43.0,25.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,0,,,True,-28.0,,15.0,517376.0,H. Norrby,LDMF,55.0,14.0,2761771496.0,8.4737225,"['set_piece_attack', 'free_kick']",6.0,0.0,43.0,25.0,35.0,22.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761771497,5678949,1H,2,33,00:02:33.367,156.367926,2761771498.0,,,,,,pass,"['back_pass', 'short_or_medium_pass']",55.0,14.0,7055,Eskilsminne,4-2-3-1,6849,Jönköpings Södra,4-2-3-1,517376,H. Norrby,LDMF,True,-166.0,,16.0,51079.0,L. Ohlander,LB,40.0,9.0,2761771496.0,8.4737225,"['set_piece_attack', 'free_kick']",6.0,1.0,43.0,25.0,35.0,22.0,7055.0,Eskilsminne,4-2-3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
